symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length
Rcor2	0	0	1	0	0	NA	NA	NA	ENSMUST00000066646	4716
Rcvrn	0	1	0	0	0	NA	NA	NA	ENSMUST00000021290	1827
Reg4	0	0	0	1	0	NA	NA	NA	ENSMUST00000029469	1422
Relch	0	0	0	1	0	NA	NA	NA	ENSMUST00000039173	10953
Rerg	1	0	0	0	0	NA	NA	NA	ENSMUST00000117919	1800
Rev3l	0	0	0	1	0	NA	NA	NA	ENSMUST00000139803	7272
Rfc1	0	0	0	1	0	NA	NA	NA	ENSMUST00000203471	10197
Rfx2	0	1	0	0	0	NA	NA	NA	ENSMUST00000002444	6462
Rgp1	1	0	0	0	0	NA	NA	NA	ENSMUST00000107886	3528
Rhbdd1	1	0	0	0	0	NA	NA	NA	ENSMUST00000140020	2844
Rhob	0	1	0	0	0	NA	NA	NA	ENSMUST00000067384	1773
Rimbp2	0	0	0	1	0	NA	NA	NA	ENSMUST00000199737	903
Ripk2	0	1	0	0	0	NA	NA	NA	ENSMUST00000037035	4860
Rnf121	0	0	0	0	1	NA	NA	NA	ENSMUST00000096639	2952
Rnf145	0	1	0	0	0	NA	NA	NA	ENSMUST00000019333	5976
Rnf165	0	1	0	0	0	NA	NA	NA	ENSMUST00000026494	3132
Rnf17	0	1	0	0	0	NA	NA	NA	ENSMUST00000095793	14769
Rock1	0	1	0	0	0	NA	NA	NA	ENSMUST00000234734	4542
Ror1	0	1	0	0	0	NA	NA	NA	ENSMUST00000039630	8442
Rpp38	0	1	0	0	0	NA	NA	NA	ENSMUST00000062672	2529
Rps6ka4	0	1	0	0	0	NA	NA	NA	ENSMUST00000239527	6966
Rragb	0	1	0	0	0	NA	NA	NA	ENSMUST00000039720	3375
Rrnad1	0	0	1	0	1	NA	NA	NA	ENSMUST00000005016	4284
Rsf1	0	1	0	0	0	NA	NA	NA	ENSMUST00000107153	12978
Rspo2	1	0	0	0	0	NA	NA	NA	ENSMUST00000063492	2196
Rtel1	0	2	0	0	0	NA	NA	NA	ENSMUST00000108814	10836
Rtl6	0	1	0	0	0	NA	NA	NA	ENSMUST00000069476	2196
Rtp1	0	1	0	0	0	NA	NA	NA	ENSMUST00000038730	2376
Rufy4	0	1	0	0	0	NA	NA	NA	ENSMUST00000127134	5076
Runx1	0	1	0	0	0	NA	NA	NA	ENSMUST00000168195	4068
Ryr1	0	0	0	1	0	NA	NA	NA	ENSMUST00000214374	45558
Ryr2	0	2	0	1	0	4.99999989882225	2.89061534680077	NA	ENSMUST00000021750	44703
Sacm1l	0	1	0	0	0	NA	NA	NA	ENSMUST00000238984	5292
Samd5	0	1	0	0	0	NA	NA	NA	ENSMUST00000100070	1566
Sat1	0	0	0	0	1	NA	NA	NA	ENSMUST00000112551	1611
Scaf11	0	0	0	1	0	NA	NA	NA	ENSMUST00000228535	2088
Scamp3	0	0	0	0	1	NA	NA	NA	ENSMUST00000029684	3150
Scara3	0	1	0	0	0	NA	NA	NA	ENSMUST00000042046	5463
Scin	0	1	0	0	0	NA	NA	NA	ENSMUST00000078481	5544
Scrn2	0	1	0	0	0	NA	NA	NA	ENSMUST00000021249	3834
Scube3	0	1	0	0	0	NA	NA	NA	ENSMUST00000043503	8946
Sds	0	2	0	0	0	NA	NA	NA	ENSMUST00000066540	2952
Sec24d	0	1	0	0	0	NA	NA	NA	ENSMUST00000047923	9297
Sec63	0	0	1	0	0	NA	NA	NA	ENSMUST00000019937	6849
Selenbp1	1	0	0	0	0	NA	NA	NA	ENSMUST00000090839	4257
Sema3d	0	1	0	0	0	NA	NA	NA	ENSMUST00000197927	5949
Sema3e	0	1	0	0	0	NA	NA	NA	ENSMUST00000073957	6984
Sema3f	1	0	0	0	0	NA	NA	NA	ENSMUST00000192727	7074
Septin6	0	1	0	0	0	NA	NA	NA	ENSMUST00000115239	3915
Serac1	0	1	0	0	0	NA	NA	NA	ENSMUST00000097432	5895
Serpina12	0	1	0	0	0	NA	NA	NA	ENSMUST00000043915	3726
Serpinb12	0	1	0	0	0	NA	NA	NA	ENSMUST00000081277	3816
Setd2	0	0	0	1	0	NA	NA	NA	ENSMUST00000197399	657
Setdb1	0	1	0	0	0	NA	NA	NA	ENSMUST00000015841	11781
Sf3b1	0	2	0	0	0	NA	NA	NA	ENSMUST00000027127	11745
Sfxn4	0	1	0	0	0	NA	NA	NA	ENSMUST00000135808	2826
Sgip1	0	1	0	0	0	NA	NA	NA	ENSMUST00000106882	7443
Sgsm2	1	2	0	0	0	-0.653332891011536	-4.99999740116609	NA	ENSMUST00000057631	9054
Sh3bgrl2	1	0	0	0	0	NA	NA	NA	ENSMUST00000188241	1089
Sh3bp1	0	1	0	0	0	NA	NA	NA	ENSMUST00000061239	5247
Shank2	0	1	0	0	0	NA	NA	NA	ENSMUST00000105900	13257
Shisa9	0	1	0	0	0	NA	NA	NA	ENSMUST00000170672	3825
Shoc1	0	0	0	1	0	NA	NA	NA	ENSMUST00000107547	13338
Sipa1l2	0	1	0	0	0	NA	NA	NA	ENSMUST00000212168	15345
Six4	0	1	0	0	0	NA	NA	NA	ENSMUST00000043208	6984
Ski	0	1	0	0	0	NA	NA	NA	ENSMUST00000030917	6552
Skiv2l	0	1	0	0	0	NA	NA	NA	ENSMUST00000046022	11205
Slc10a2	0	2	0	0	0	NA	NA	NA	ENSMUST00000023835	3141
Slc12a7	0	1	0	0	0	NA	NA	NA	ENSMUST00000017900	9756
Slc16a7	0	1	0	0	0	NA	NA	NA	ENSMUST00000211781	4365
Slc1a3	0	1	0	0	0	NA	NA	NA	ENSMUST00000005493	4896
Slc1a5	0	1	0	0	0	NA	NA	NA	ENSMUST00000108496	5004
Slc20a2	0	1	0	0	0	NA	NA	NA	ENSMUST00000067786	5913
Slc22a17	0	1	0	0	0	NA	NA	NA	ENSMUST00000226467	3771
Slc26a2	0	0	0	1	0	NA	NA	NA	ENSMUST00000148829	2025
Slc27a4	0	0	0	1	0	NA	NA	NA	ENSMUST00000080065	5796
Slc35c2	0	0	0	1	0	NA	NA	NA	ENSMUST00000109299	3285
Slc35f5	0	0	0	1	0	NA	NA	NA	ENSMUST00000027580	4725
Slc45a2	0	0	1	0	0	NA	NA	NA	ENSMUST00000117100	4779
Slc4a10	1	0	0	0	0	NA	NA	NA	ENSMUST00000112480	10071
Slc4a11	0	0	0	0	1	NA	NA	NA	ENSMUST00000099362	7767
Slc5a7	1	0	0	0	0	NA	NA	NA	ENSMUST00000095712	5229
Slc6a15	1	0	0	0	0	NA	NA	NA	ENSMUST00000074204	6570
Slc6a7	0	1	0	0	0	NA	NA	NA	ENSMUST00000025520	5742
Slc8a2	0	1	0	0	0	NA	NA	NA	ENSMUST00000211649	8298
Slc9a8	0	0	0	1	0	NA	NA	NA	ENSMUST00000109218	4914
Slf2	0	0	0	1	0	NA	NA	NA	ENSMUST00000236895	6192
Slit1	0	1	0	0	0	NA	NA	NA	ENSMUST00000025993	13788
Slit2	0	1	0	0	0	NA	NA	NA	ENSMUST00000170109	13806
Slitrk1	0	1	0	0	0	NA	NA	NA	ENSMUST00000100322	6273
Slitrk5	0	0	0	1	0	NA	NA	NA	ENSMUST00000227891	1191
Smap2	0	1	0	0	0	NA	NA	NA	ENSMUST00000043200	3861
Smc1a	1	0	0	0	0	NA	NA	NA	ENSMUST00000045312	11106
Smc3	0	4	0	0	0	4.99997510316177	-4.99977733692439	NA	ENSMUST00000025930	10962
Sncaip	0	1	0	0	0	NA	NA	NA	ENSMUST00000178678	8694
Snrnp200	0	1	0	1	0	NA	NA	NA	ENSMUST00000103220	19233
Snw1	0	1	1	0	0	NA	NA	NA	ENSMUST00000021428	4833
Snx20	0	1	0	0	0	NA	NA	NA	ENSMUST00000034087	2826
Soga1	0	0	0	0	1	NA	NA	NA	ENSMUST00000069098	14895
Son	0	0	0	1	0	NA	NA	NA	ENSMUST00000147891	4311
Sorcs1	0	1	0	0	0	NA	NA	NA	ENSMUST00000211008	10620
Spaca7	0	1	0	0	0	NA	NA	NA	ENSMUST00000210276	1431
Sparcl1	0	1	0	0	0	NA	NA	NA	ENSMUST00000031249	5859
Spef2	0	2	0	0	0	NA	NA	NA	ENSMUST00000159093	5598
Sphk1	0	0	0	0	1	NA	NA	NA	ENSMUST00000100201	3438
Spns2	0	1	0	0	0	NA	NA	NA	ENSMUST00000045303	4950
Sppl3	0	1	0	0	0	NA	NA	NA	ENSMUST00000031530	3465
Spring1	0	1	0	0	0	NA	NA	NA	ENSMUST00000049138	1854
Sprr4	0	1	0	0	0	NA	NA	NA	ENSMUST00000062129	693
Spryd3	1	0	0	0	0	NA	NA	NA	ENSMUST00000154032	3987
Spta1	0	0	0	1	0	NA	NA	NA	ENSMUST00000027817	21744
Sptb	0	1	0	0	0	NA	NA	NA	ENSMUST00000166101	19242
Sptbn2	0	1	0	0	0	NA	NA	NA	ENSMUST00000008991	21501
Srbd1	0	1	0	0	0	NA	NA	NA	ENSMUST00000095187	8838
Srebf2	0	0	0	2	0	NA	NA	NA	ENSMUST00000230955	2226
Ssb	0	0	0	0	1	NA	NA	NA	ENSMUST00000112260	1662
Ssh1	0	1	0	0	0	NA	NA	NA	ENSMUST00000112298	9189
Sstr1	0	1	0	0	0	NA	NA	NA	ENSMUST00000110671	3528
St18	0	0	0	1	0	NA	NA	NA	ENSMUST00000151281	9414
St8sia5	1	0	0	0	0	NA	NA	NA	ENSMUST00000079618	3393
St8sia6	0	1	0	0	0	NA	NA	NA	ENSMUST00000003509	3591
Stab2	0	0	0	2	0	NA	NA	NA	ENSMUST00000035288	23040
Stard13	0	1	0	0	0	NA	NA	NA	ENSMUST00000110483	10026
Stau2	0	1	0	0	0	NA	NA	NA	ENSMUST00000128957	4608
Steap2	0	1	0	0	0	NA	NA	NA	ENSMUST00000148333	4122
Stk11	0	0	1	0	0	NA	NA	NA	ENSMUST00000003152	3933
Stk4	0	1	0	0	0	NA	NA	NA	ENSMUST00000018353	4392
Stmn2	0	1	0	0	0	NA	NA	NA	ENSMUST00000029002	1620
Sulf1	0	1	0	0	0	NA	NA	NA	ENSMUST00000088585	7839
Supt16	0	1	0	0	0	NA	NA	NA	ENSMUST00000046709	9432
Syt4	0	1	0	0	0	NA	NA	NA	ENSMUST00000025110	3834
Syt7	0	1	0	0	0	NA	NA	NA	ENSMUST00000073899	3636
Taar5	1	1	0	0	0	NA	NA	NA	ENSMUST00000092659	3042
Tab3	0	1	0	0	0	NA	NA	NA	ENSMUST00000048250	6453
Tacr3	0	0	0	1	0	NA	NA	NA	ENSMUST00000029822	4077
Tafa5	0	1	0	0	0	NA	NA	NA	ENSMUST00000230414	1197
Taok1	0	2	0	0	0	NA	NA	NA	ENSMUST00000017435	9018
Taok3	0	1	0	0	0	NA	NA	NA	ENSMUST00000145640	5049
Tas2r126	1	0	0	0	0	NA	NA	NA	ENSMUST00000059534	2781
Tasl	1	1	0	0	0	NA	NA	NA	ENSMUST00000113976	2691
Tbc1d24	0	0	0	1	0	NA	NA	NA	ENSMUST00000201301	5058
Tbcb	1	1	0	0	0	NA	NA	NA	ENSMUST00000006254	2205
Tec	0	1	0	0	0	NA	NA	NA	ENSMUST00000113594	5679
Tecta	0	1	0	0	0	NA	NA	NA	ENSMUST00000042190	19404
Tenm2	0	1	0	0	0	NA	NA	NA	ENSMUST00000163524	24885
Tenm3	0	3	0	0	0	4.99999989688354	-4.99578810611598	NA	ENSMUST00000190840	24300
Tent4a	1	0	0	0	0	NA	NA	NA	ENSMUST00000044081	4887
Tep1	0	0	0	1	0	NA	NA	NA	ENSMUST00000006444	23670
Tet2	0	0	0	0	1	NA	NA	NA	ENSMUST00000098603	17217
Tgfb2	1	0	0	0	0	NA	NA	NA	ENSMUST00000045288	3735
Tgfb3	1	0	0	0	0	NA	NA	NA	ENSMUST00000003687	3717
Tgfbr2	0	1	0	0	0	NA	NA	NA	ENSMUST00000035014	5112
Tgm6	0	2	0	0	0	NA	NA	NA	ENSMUST00000028888	6363
Thra	0	1	0	0	0	NA	NA	NA	ENSMUST00000064187	4437
Tial1	1	0	0	0	0	NA	NA	NA	ENSMUST00000165023	3384
Tiam1	0	2	0	0	0	NA	NA	NA	ENSMUST00000163370	14328
Timp3	0	0	0	1	0	NA	NA	NA	ENSMUST00000020234	1908
Tll1	0	1	0	0	0	NA	NA	NA	ENSMUST00000066166	9126
Tln2	0	0	0	0	1	NA	NA	NA	ENSMUST00000217550	13248
Tlr9	0	1	0	0	0	NA	NA	NA	ENSMUST00000062241	9297
Tm2d3	0	0	0	0	1	NA	NA	NA	ENSMUST00000107495	2358
Tmem104	1	0	0	0	0	NA	NA	NA	ENSMUST00000061450	4473
Tmem161a	0	1	0	0	0	NA	NA	NA	ENSMUST00000002413	4329
Tmem169	0	1	0	0	0	NA	NA	NA	ENSMUST00000141783	1083
Tmem177	0	1	0	0	0	NA	NA	NA	ENSMUST00000037906	2808
Tmem203	0	0	1	0	0	NA	NA	NA	ENSMUST00000104998	1233
Tmem214	1	0	0	0	0	NA	NA	NA	ENSMUST00000201203	6192
Tmem247	0	0	0	0	6	2.85	-5	NA	ENSMUST00000042172	1905
Tmem266	0	0	0	1	0	NA	NA	NA	ENSMUST00000085754	2691
Tmem60	0	0	0	1	0	NA	NA	NA	ENSMUST00000115259	1206
Tmem74	0	2	0	0	0	NA	NA	NA	ENSMUST00000067469	2754
Tmem94	0	1	0	0	0	NA	NA	NA	ENSMUST00000103033	12249
Tmem97	0	0	0	1	0	NA	NA	NA	ENSMUST00000103242	1593
Tmtc1	1	0	0	0	0	NA	NA	NA	ENSMUST00000100772	8145
Tmtc2	0	1	0	0	0	NA	NA	NA	ENSMUST00000061506	7533
Tnfrsf21	0	1	0	0	0	NA	NA	NA	ENSMUST00000024708	5904
Tnn	0	1	0	0	0	NA	NA	NA	ENSMUST00000131919	11673
Tnr	0	2	0	0	0	NA	NA	NA	ENSMUST00000192069	12231
Tns3	0	1	0	1	0	NA	NA	NA	ENSMUST00000020695	12969
Togaram1	1	0	0	0	0	NA	NA	NA	ENSMUST00000066296	15993
Tom1	0	1	0	0	0	NA	NA	NA	ENSMUST00000165630	4437
Top1	0	0	0	1	0	NA	NA	NA	ENSMUST00000109468	6912
Tpm2	0	1	0	0	0	NA	NA	NA	ENSMUST00000030184	2565
Tpsb2	0	0	0	1	0	NA	NA	NA	ENSMUST00000234057	1557
Traf2	1	0	0	0	0	NA	NA	NA	ENSMUST00000028311	4518
Tram1l1	0	0	0	1	0	NA	NA	NA	ENSMUST00000058994	3276
Tril	0	0	0	1	0	NA	NA	NA	ENSMUST00000127748	7290
Trim21	0	0	0	1	0	NA	NA	NA	ENSMUST00000033264	4167
Trim38	0	1	0	0	0	NA	NA	NA	ENSMUST00000223911	2250
Trim42	0	1	0	0	0	NA	NA	NA	ENSMUST00000035026	6516
Trim9	1	1	0	0	0	NA	NA	NA	ENSMUST00000110520	6435
Trip13	0	1	0	0	0	NA	NA	NA	ENSMUST00000022053	3897
Trp53	0	0	0	5	1	-0.207397695328109	0.916250388883055	NA	ENSMUST00000171247	3438
Trpm8	0	1	0	0	0	NA	NA	NA	ENSMUST00000113114	9945
Trpv4	0	1	0	0	0	NA	NA	NA	ENSMUST00000071968	7848
Tshz3	0	1	0	0	0	NA	NA	NA	ENSMUST00000021641	9738
Ttc26	0	1	0	0	0	NA	NA	NA	ENSMUST00000162554	4995
Ttc4	0	1	0	0	0	NA	NA	NA	ENSMUST00000106772	2583
Tuba8	0	1	0	0	0	NA	NA	NA	ENSMUST00000032233	4050
Tubb2b	0	1	0	0	0	NA	NA	NA	ENSMUST00000075774	4014
Tulp4	0	2	0	0	0	NA	NA	NA	ENSMUST00000039655	13932
Tut7	0	0	0	2	0	NA	NA	NA	ENSMUST00000224480	9810
Txndc16	1	0	0	0	0	NA	NA	NA	ENSMUST00000143609	903
Tyrp1	0	1	0	0	0	NA	NA	NA	ENSMUST00000102831	4842
Uba6	1	0	0	0	0	NA	NA	NA	ENSMUST00000039373	9486
Ube2e3	0	1	0	0	0	NA	NA	NA	ENSMUST00000028398	1872
Ubl3	0	1	0	0	0	NA	NA	NA	ENSMUST00000164904	1062
Ubl7	0	1	0	0	0	NA	NA	NA	ENSMUST00000163329	3429
Ubr5	0	1	0	0	0	NA	NA	NA	ENSMUST00000226414	25191
Ugp2	0	1	0	0	0	NA	NA	NA	ENSMUST00000102875	4581
Unc5b	0	1	0	0	0	NA	NA	NA	ENSMUST00000077925	8514
Unc5c	0	0	0	1	0	NA	NA	NA	ENSMUST00000130636	7893
Unc5d	0	0	0	1	0	NA	NA	NA	ENSMUST00000210785	8451
Unc80	0	1	0	0	0	NA	NA	NA	ENSMUST00000212557	29331
Unk	0	1	0	0	0	NA	NA	NA	ENSMUST00000106452	7182
Upk3a	0	1	0	0	0	NA	NA	NA	ENSMUST00000023070	2592
Urb1	0	1	0	0	0	NA	NA	NA	ENSMUST00000140920	20502
Urgcp	0	0	0	1	0	NA	NA	NA	ENSMUST00000093362	8343
Usp38	0	1	0	0	0	NA	NA	NA	ENSMUST00000042724	9387
Utp11	0	1	0	0	0	NA	NA	NA	ENSMUST00000030738	2286
Vav3	0	1	0	0	0	NA	NA	NA	ENSMUST00000046864	7632
Vps13a	0	0	0	0	1	NA	NA	NA	ENSMUST00000224149	21060
Vps13d	1	0	0	0	0	NA	NA	NA	ENSMUST00000036579	39519
Vps35	0	2	1	0	0	3.33263598735588	4.99999687960248	NA	ENSMUST00000034131	7173
Vps37b	0	1	0	0	0	NA	NA	NA	ENSMUST00000040967	2574
Vwc2l	0	1	0	0	0	NA	NA	NA	ENSMUST00000161937	1260
Vwf	0	2	0	0	0	NA	NA	NA	ENSMUST00000112254	25326
Wasf2	0	1	0	0	0	NA	NA	NA	ENSMUST00000084241	4482
Washc3	0	1	0	0	0	NA	NA	NA	ENSMUST00000182183	1746
Wdfy3	0	1	0	0	0	NA	NA	NA	ENSMUST00000174598	31743
Wdfy4	0	0	0	0	1	NA	NA	NA	ENSMUST00000132153	549
Wdr45	0	1	0	0	0	NA	NA	NA	ENSMUST00000207337	729
Wdr59	0	1	0	0	0	NA	NA	NA	ENSMUST00000034437	8946
Wdr7	0	1	0	0	0	NA	NA	NA	ENSMUST00000072726	13410
Wnt2	0	0	0	2	0	NA	NA	NA	ENSMUST00000010941	3249
Wnt4	0	1	0	0	0	NA	NA	NA	ENSMUST00000045747	3168
Xpc	0	1	0	0	0	NA	NA	NA	ENSMUST00000032182	8379
Xpnpep1	0	1	0	0	0	NA	NA	NA	ENSMUST00000183274	5724
Xpo7	0	1	0	0	0	NA	NA	NA	ENSMUST00000022696	9792
Xpot	0	0	0	1	0	NA	NA	NA	ENSMUST00000217865	1854
Ypel4	0	1	0	0	0	NA	NA	NA	ENSMUST00000090729	1152
Ywhaq	0	1	0	0	0	NA	NA	NA	ENSMUST00000135088	2214
Zbtb1	0	0	0	1	0	NA	NA	NA	ENSMUST00000042779	6426
Zbtb20	0	1	0	0	0	NA	NA	NA	ENSMUST00000156367	1179
Zc3h15	0	1	0	0	0	NA	NA	NA	ENSMUST00000081591	3843
Zcchc17	0	1	0	0	0	NA	NA	NA	ENSMUST00000134159	2178
Zcchc3	0	0	0	1	0	NA	NA	NA	ENSMUST00000099207	3609
Zfat	0	0	1	0	0	NA	NA	NA	ENSMUST00000160248	11142
Zfp330	0	1	0	0	0	NA	NA	NA	ENSMUST00000034147	2853
Zfp518a	0	0	0	1	0	NA	NA	NA	ENSMUST00000050092	13311
Zfp541	0	0	0	1	0	NA	NA	NA	ENSMUST00000108509	12276
Zfp61	0	0	0	0	1	NA	NA	NA	ENSMUST00000077780	5004
Zfp639	0	1	0	0	0	NA	NA	NA	ENSMUST00000193287	4374
Zfp661	0	0	0	1	0	NA	NA	NA	ENSMUST00000077422	3852
Zfp688	0	1	0	0	0	NA	NA	NA	ENSMUST00000106300	2475
Zfp703	0	1	0	0	0	NA	NA	NA	ENSMUST00000154256	5355
Zfpm2	0	1	0	0	0	NA	NA	NA	ENSMUST00000230319	9180
Zkscan3	0	1	0	0	0	NA	NA	NA	ENSMUST00000070785	4986
Zmiz2	0	1	0	0	0	NA	NA	NA	ENSMUST00000012612	8289
Zmynd10	0	1	0	0	0	NA	NA	NA	ENSMUST00000010188	3969
Znrf3	0	0	0	2	0	NA	NA	NA	ENSMUST00000109867	8226
Zswim3	0	0	0	1	0	NA	NA	NA	ENSMUST00000052107	6264
